emotion,brightness,Soil moisture,count
normal,351,45.1612903226,0
,,,
normal,363,45.1612903226,0
,,,
normal,343,45.1612903226,0
,,,
normal,357,45.1612903226,0
,,,
normal,366,45.1612903226,0
,,,
normal,354,45.1612903226,0
,,,
normal,366,45.1612903226,0
,,,
normal,351,45.1612903226,0
,,,
normal,336,45.1612903226,0
,,,
normal,347,45.1612903226,0
,,,
normal,362,45.1612903226,0
,,,
normal,352,45.1612903226,0
,,,
normal,359,45.1612903226,0
,,,
normal,352,45.1612903226,0
,,,
normal,363,45.1612903226,0
,,,
normal,350,45.1612903226,0
,,,
normal,358,45.1612903226,0
,,,
normal,369,45.1612903226,0
,,,
normal,346,45.1612903226,0
,,,
normal,364,45.1612903226,0
,,,
normal,361,45.1612903226,0
,,,
normal,364,45.1612903226,0
,,,
normal,338,45.1612903226,0
,,,
normal,353,45.1612903226,0
,,,
normal,358,45.1612903226,0
,,,
normal,326,45.1612903226,0
