16:25:57,normal,0.0,49.72222222222222,10.76923076923077
16:25:57,normal,25.0,48.47222222222222,10.76923076923077
16:25:58,normal,0.0,50.69444444444444,10.76923076923077
16:25:58,normal,25.0,48.888888888888886,10.76923076923077
16:25:58,normal,25.0,48.888888888888886,10.76923076923077
16:25:59,normal,25.0,48.75,10.76923076923077
16:25:59,normal,25.0,48.75,10.76923076923077
16:25:59,normal,0.0,51.111111111111114,10.76923076923077
16:26:00,normal,0.0,47.5,10.76923076923077
16:26:00,normal,0.0,49.02777777777778,10.76923076923077
16:26:00,normal,0.0,50.69444444444444,10.76923076923077
16:26:01,normal,0.0,51.25,10.76923076923077
16:26:01,normal,0.0,48.19444444444444,10.76923076923077
16:26:01,normal,0.0,50.69444444444444,10.76923076923077
16:26:01,normal,0.0,49.72222222222222,10.76923076923077
16:26:02,normal,0.0,48.05555555555556,10.76923076923077
16:26:02,normal,0.0,50.833333333333336,10.76923076923077
